NAME,Population,Median_Income
"Marshall County, South Dakota",4891,32424
"Perkins County, South Dakota",2897,29757
"Whitley County, Kentucky",36131,18714
"Floyd County, Kentucky",36456,18188
"Kenton County, Kentucky",165668,32892
"Magoffin County, Kentucky",12491,16946
"Rowan County, Kentucky",24507,18303
"Taylor County, Kentucky",25571,21871
"Carlisle County, Kentucky",4784,25721
"Estill County, Kentucky",14224,18707
"Rapides Parish, Louisiana",130970,25418
"Tangipahoa Parish, Louisiana",132057,23823
"West Carroll Parish, Louisiana",11041,20905
"Caldwell Parish, Louisiana",9992,20612
"East Carroll Parish, Louisiana",7096,17979
"Evangeline Parish, Louisiana",33589,19039
"St. Bernard Parish, Louisiana",46266,24209
"West Baton Rouge Parish, Louisiana",26101,32875
"Red River Parish, Louisiana",8565,18209
"Natchitoches Parish, Louisiana",38769,18151
"Catahoula Parish, Louisiana",9766,23795
"Franklin Parish, Louisiana",20238,20588
"Assumption Parish, Louisiana",22478,24504
"Vermilion Parish, Louisiana",59865,26353
"Concordia Parish, Louisiana",19778,20415
"Oxford County, Maine",57550,24424
"Penobscot County, Maine",151774,25832
"Androscoggin County, Maine",107602,30206
"Cumberland County, Maine",292307,35560
"York County, Maine",204316,32822
"Somerset County, Maine",50520,22511
"Worcester County, Maryland",51765,31891
"Talbot County, Maryland",37167,36755
"Barnstable County, Massachusetts",213496,36031
"Berkshire County, Massachusetts",126425,30873
"Plymouth County, Massachusetts",515303,39644
"Norfolk County, Massachusetts",700437,46624
"Nantucket County, Massachusetts",11168,44630
"Allegan County, Michigan",116143,30827
"Alger County, Michigan",9151,22430
"Oceana County, Michigan",26416,24491
"Clare County, Michigan",30651,21058
"Isabella County, Michigan",70688,18007
"Tuscola County, Michigan",52939,25806
"Alpena County, Michigan",28520,24584
"Midland County, Michigan",83355,30833
"Oscoda County, Michigan",8248,24163
"Clinton County, Michigan",78389,35099
"Gratiot County, Michigan",40916,25803
"Lenawee County, Michigan",98381,28228
"Montcalm County, Michigan",63413,25605
"St. Clair County, Michigan",159247,28654
"Washtenaw County, Michigan",367000,33914
"Cass County, Michigan",51523,29198
"Roscommon County, Michigan",23851,22948
"Branch County, Michigan",43513,27280
"Jackson County, Michigan",158636,28006
"Macomb County, Michigan",870325,31619
"Baraga County, Michigan",8421,25371
"Eaton County, Michigan",109456,33721
"Upson County, Georgia",26236,23152
"Washington County, Georgia",20436,22101
"White County, Georgia",29489,27752
"Peach County, Georgia",27145,23739
"Paulding County, Georgia",159825,33102
"Pierce County, Georgia",19250,21531
"Pike County, Georgia",18327,32228
"Richmond County, Georgia",201852,22300
"Screven County, Georgia",13989,23234
"Tattnall County, Georgia",25382,19892
"Berrien County, Georgia",19152,24287
"Montgomery County, Illinois",28828,27335
"Whiteside County, Illinois",56016,27944
"Adams County, Illinois",66085,30499
"Clinton County, Illinois",37634,34187
"DeKalb County, Illinois",104366,28262
"Edwards County, Illinois",6455,29449
"Jasper County, Illinois",9594,26881
"Jefferson County, Illinois",37985,26679
"Vermilion County, Illinois",77563,27550
"Will County, Illinois",689315,37319
"Williamson County, Illinois",67102,27489
"Clark County, Illinois",15716,31515
"Douglas County, Illinois",19623,30459
"Effingham County, Illinois",34137,30369
"Fulton County, Illinois",35092,26843
"Greene County, Illinois",13132,25938
"Hamilton County, Illinois",8176,28482
"Hardin County, Illinois",3939,23420
"Henry County, Illinois",49267,31155
"Johnson County, Illinois",12494,28494
"Knox County, Illinois",50508,25366
"Livingston County, Illinois",36040,29147
"Scott County, Illinois",5005,30248
"Tazewell County, Illinois",133195,33800
"Warren County, Illinois",17146,26774
"Harrison County, Indiana",39940,29102
"LaPorte County, Indiana",110154,28152
"Wabash County, Indiana",31389,27759
"Jasper County, Indiana",33447,30626
"Martin County, Indiana",10212,30664
"Porter County, Indiana",168636,33572
"Ripley County, Indiana",28391,28891
"Spencer County, Indiana",20447,30798
"Tipton County, Indiana",15162,33733
"Vigo County, Indiana",107459,23583
"Warrick County, Indiana",62280,35851
"DeKalb County, Indiana",42927,30167
"LaGrange County, Indiana",39193,30961
"Rush County, Indiana",16641,30705
"Boone County, Indiana",65544,41956
"Gogebic County, Michigan",15061,22865
"Meeker County, Minnesota",23105,31707
"Rice County, Minnesota",66185,31174
"Red Lake County, Minnesota",4015,32688
"Clay County, Minnesota",63446,32368
"Fillmore County, Minnesota",20949,32371
"Polk County, Minnesota",31521,31715
"Sibley County, Minnesota",14892,33260
"Watonwan County, Minnesota",10972,30366
"Big Stone County, Minnesota",4996,28857
"Cass County, Minnesota",29268,28473
"Hubbard County, Minnesota",21019,28734
"Martin County, Minnesota",19852,31103
"Nobles County, Minnesota",21734,30221
"Sherburne County, Minnesota",94463,39364
"Carver County, Minnesota",101949,45984
"McLeod County, Minnesota",35832,33379
"Ramsey County, Minnesota",544442,33150
"Winona County, Minnesota",50725,27433
"Dodge County, Minnesota",20669,39182
"Crow Wing County, Minnesota",64217,30326
"Wright County, Minnesota",134438,40495
"Lincoln County, Minnesota",5677,30744
"Mille Lacs County, Minnesota",25865,28194
"Carlton County, Minnesota",35633,31007
"Kanabec County, Minnesota",16089,29092
"St. Clair County, Alabama",87989,28940
"Cullman County, Alabama",82853,24163
"Houston County, Alabama",104702,25191
"Tuscaloosa County, Alabama",207305,25278
"Coffee County, Alabama",51662,28172
"Chilton County, Alabama",44055,24132
"Coosa County, Alabama",10757,20110
"Etowah County, Alabama",102748,23677
"Lamar County, Alabama",13885,21355
"Butler County, Alabama",19828,19685
"Walker County, Alabama",64110,24078
"Greene County, Alabama",8324,16949
"Bullock County, Alabama",10248,21571
"Chambers County, Alabama",33660,22754
"Haines Borough, Alaska",2518,34411
"Juneau City and Borough, Alaska",32227,42746
"Yukon-Koyukuk Census Area, Alaska",5377,19238
"Denali Borough, Alaska",2246,26630
"Hoonah-Angoon Census Area, Alaska",2139,28750
"Wrangell City and Borough, Alaska",2502,27083
"Pima County, Arizona",1027207,27279
"Gila County, Arizona",53546,24681
"Cochise County, Arizona",125867,25573
"Apache County, Arizona",71511,20596
"Yuma County, Arizona",209468,24291
"Navajo County, Arizona",109270,21256
"Clay County, Arkansas",14889,21479
"Drew County, Arkansas",18417,24236
"Randolph County, Arkansas",17695,21347
"Boone County, Arkansas",37331,23999
"Lincoln County, Arkansas",13455,21875
"Crittenden County, Arkansas",48672,23938
"Faulkner County, Arkansas",123624,27130
"Walker County, Georgia",69039,23631
"Gwinnett County, Georgia",915046,32482
"Barrow County, Georgia",78991,28741
"Charlton County, Georgia",13040,21198
"Clinch County, Georgia",6686,21190
"Bartow County, Georgia",104919,29584
"Douglas County, Georgia",143316,30782
"Grady County, Georgia",24828,24093
"Hancock County, Georgia",8515,21759
"Whitfield County, Georgia",104237,26202
"Macon County, Georgia",13305,20249
"Troup County, Georgia",69919,24771
"Harris County, Georgia",34105,32702
"Schley County, Georgia",5221,27516
"Worth County, Georgia",20494,25104
"Dooly County, Georgia",13736,21136
"Evans County, Georgia",10687,22803
"Webster County, Georgia",2610,24180
"Effingham County, Georgia",60477,32482
"Glascock County, Georgia",2996,25696
"Quitman County, Georgia",2289,18741
"Chatham County, Georgia",288496,28791
"Johnson County, Georgia",9691,21300
"Lanier County, Georgia",10380,21819
"Madison County, Georgia",29218,27236
"Mitchell County, Georgia",22244,22058
"Tift County, Georgia",40541,24370
"Polk County, Georgia",41908,24758
"Talbot County, Georgia",6321,21681
"Terrell County, Georgia",8737,20089
"Thomas County, Georgia",44630,25366
"Wilkinson County, Georgia",9010,22110
"Oglethorpe County, Georgia",14931,24739
"Randolph County, Georgia",6973,16983
"Ware County, Georgia",35593,23597
"Wayne County, Georgia",29788,22399
"Wilcox County, Georgia",8824,20837
"Baldwin County, Georgia",45111,22750
"Bulloch County, Georgia",76120,21375
"Clay County, Georgia",2951,15701
"Echols County, Georgia",3981,24410
"DeKalb County, Georgia",749323,32501
"Haralson County, Georgia",29227,25884
"Jefferson County, Georgia",15618,19890
"Lincoln County, Georgia",7856,24732
"Murray County, Georgia",39724,25683
"Pulaski County, Georgia",11216,21508
"Rabun County, Georgia",16645,22523
"Towns County, Georgia",11617,21497
"Treutlen County, Georgia",6795,19712
"Irwin County, Georgia",9320,21059
"Appling County, Georgia",18440,22607
"Shelby County, Ohio",48749,31569
"Williams County, Ohio",36816,28748
"Columbiana County, Ohio",103190,25791
"Fulton County, Ohio",42253,30572
"Gallia County, Ohio",30088,24975
"Mahoning County, Ohio",229961,25689
"Scioto County, Ohio",76040,23011
"Morrow County, Ohio",35043,30734
"Marion County, Arkansas",16476,19980
"Searcy County, Arkansas",7908,19255
"Benton County, Arkansas",265759,33141
"Hot Spring County, Arkansas",33597,22711
"Madison County, Arkansas",16211,22565
"Dolores County, Colorado",1857,29894
"Jackson County, Colorado",1261,24571
"Montezuma County, Colorado",26031,26901
"Boulder County, Colorado",322510,36794
"Yuma County, Colorado",10003,30905
"Routt County, Colorado",25072,37368
"Clear Creek County, Colorado",9495,34483
"Pueblo County, Colorado",165982,25166
"Park County, Colorado",17867,32731
"Mesa County, Colorado",151218,28267
"El Paso County, Colorado",698974,32586
"Arapahoe County, Colorado",644560,38273
"New Castle County, Delaware",556165,36458
"Kent County, Delaware",176699,30327
"Litchfield County, Connecticut",182002,39166
"Palm Beach County, Florida",1465027,30762
"Miami-Dade County, Florida",2699428,24787
"Franklin County, Florida",11811,24823
"Hamilton County, Florida",14326,20544
"Sumter County, Florida",125044,27579
"Holmes County, Florida",19432,21699
"Lee County, Florida",737468,28529
"Collier County, Florida",371453,31213
"Pasco County, Florida",524602,27455
"Highlands County, Florida",103437,22059
"DeSoto County, Florida",36903,21509
"Columbia County, Florida",69968,25790
"Putnam County, Florida",73252,21486
"Union County, Florida",15303,23031
"Levy County, Florida",40403,21676
"Volusia County, Florida",536487,26792
"Madison County, Florida",18460,21243
"Escambia County, Florida",313491,26946
"Okaloosa County, Florida",203794,31212
"Lumpkin County, Georgia",32402,23480
"Miller County, Georgia",5787,26377
"Oconee County, Georgia",38132,39118
"Henry County, Georgia",225356,33610
"Long County, Georgia",18692,29660
"Stephens County, Georgia",25750,23834
"Jeff Davis County, Georgia",15036,20689
"Calhoun County, Georgia",6365,20638
"Bibb County, Georgia",153200,24804
"Marion County, Georgia",8432,25227
"Bleckley County, Georgia",12807,25249
"Franklin County, Georgia",22766,22850
"Lamar County, Georgia",18672,22216
"Emanuel County, Georgia",22533,21314
"Jasper County, Georgia",13916,25112
"Liberty County, Georgia",61349,28879
"Seminole County, Georgia",8321,22414
"Twiggs County, Georgia",8229,25026
"Taylor County, Georgia",8116,23041
"Toombs County, Georgia",26972,22909
"Preble County, Ohio",41093,29908
"Allen County, Ohio",103175,26965
"Crawford County, Ohio",41821,25969
"Guernsey County, Ohio",39111,25942
"Mercer County, Ohio",40884,31890
"Clark County, Ohio",134726,26850
"Lorain County, Ohio",307670,30222
"Montgomery County, Ohio",531670,28867
"Warren County, Ohio",229132,41155
"Ashtabula County, Ohio",97830,25123
"Kay County, Oklahoma",44402,25560
"Craig County, Oklahoma",14390,22208
"Canadian County, Oklahoma",140455,33213
"Latimer County, Oklahoma",10348,21946
"Texas County, Oklahoma",20805,27709
"Pushmataha County, Oklahoma",11128,20210
"Johnston County, Oklahoma",11064,22430
"Beaver County, Oklahoma",5377,26454
"Hughes County, Oklahoma",13372,21859
"Comanche County, Oklahoma",121762,26011
"Adair County, Oklahoma",22220,21003
"Stephens County, Oklahoma",43647,25606
"Carter County, Oklahoma",48319,26585
"Greer County, Oklahoma",5861,19174
"McIntosh County, Oklahoma",19725,21970
"Murray County, Oklahoma",13946,26909
"Ottawa County, Oklahoma",31454,21831
"Wagoner County, Oklahoma",78958,31492
"Caddo County, Oklahoma",29242,24226
"Muskogee County, Oklahoma",68736,24813
"Bryan County, Oklahoma",46457,23982
"Jackson County, Oregon",216574,27407
"Grant County, Oregon",7189,26332
"Clackamas County, Oregon",410463,37878
"Tillamook County, Oregon",26389,25539
"Josephine County, Oregon",86251,23072
"Umatilla County, Oregon",77129,26520
"Columbia County, Oregon",51375,31222
"Wasco County, Oregon",26130,27985
"Montgomery County, Georgia",9058,22188
"Rockdale County, Georgia",89717,31407
"Wheeler County, Georgia",7928,19452
"Banks County, Georgia",18708,21895
"Clarke County, Georgia",126176,20153
"Glynn County, Georgia",84470,27542
"Jackson County, Georgia",67885,30862
"Jones County, Georgia",28579,28674
"Muscogee County, Georgia",195739,24763
"Stewart County, Georgia",6293,18589
"Turner County, Georgia",7943,21877
"Atkinson County, Georgia",8239,22097
"Baker County, Georgia",3132,25164
"Candler County, Georgia",10812,18675
"Carroll County, Georgia",117183,25593
"Crisp County, Georgia",22713,20029
"Cobb County, Georgia",751218,37999
"Dade County, Georgia",16197,23075
"Brooks County, Georgia",15590,26162
"Elbert County, Georgia",19166,21348
"Jenkins County, Georgia",8793,16832
"Newton County, Georgia",108079,26231
"Colquitt County, Georgia",45486,22268
"Clayton County, Georgia",283538,25655
"Hall County, Georgia",198667,28161
"Maui County, Hawaii",165979,35474
"Oneida County, Idaho",4385,24288
"Gem County, Idaho",17331,22739
"Adams County, Idaho",4097,26878
"Jerome County, Idaho",23730,24582
"Lewis County, Idaho",3838,23597
"Owyhee County, Idaho",11552,23583
"Boundary County, Idaho",11845,24746
"Caribou County, Idaho",6953,25919
"Bannock County, Idaho",85765,24667
"Bonneville County, Idaho",114392,27063
"Canyon County, Idaho",217633,25210
"Latah County, Idaho",39505,22682
"Sangamon County, Illinois",196861,34933
"Randolph County, Illinois",32295,28650
"Ogle County, Illinois",51025,31666
"Morgan County, Illinois",34247,26917
"White County, Illinois",13868,25687
"Henderson County, Illinois",6809,27336
"McLean County, Illinois",172578,33417
"Perry County, Illinois",21251,27754
"Rock Island County, Illinois",143873,30830
"Wabash County, Illinois",11546,26544
"Cumberland County, Illinois",10836,29450
"Jo Daviess County, Illinois",21588,30920
"Lawrence County, Illinois",16033,25994
"Marshall County, Illinois",11679,30372
"Christian County, Illinois",32931,30053
"Jackson County, Illinois",57977,21117
"Peoria County, Illinois",182770,30634
"Piatt County, Illinois",16401,36317
"Stark County, Illinois",5447,29537
"Bond County, Illinois",16589,27042
"Carroll County, Illinois",14466,29036
"Jersey County, Illinois",21937,31247
"Howard County, Maryland",318855,56447
"Prince George's County, Maryland",908670,40372
"Anne Arundel County, Maryland",571275,45925
"Baltimore County, Maryland",828018,38949
"Frederick County, Maryland",251422,43752
"Calvert County, Maryland",91511,48972
"Garrett County, Maryland",29235,28250
"Kent County, Maryland",19536,30144
"Montgomery County, Maryland",1043530,49033
"Bethel Census Area, Alaska",18134,14419
"North Slope Borough, Alaska",9792,51525
"Sitka City and Borough, Alaska",8640,38659
"Fairbanks North Star Borough, Alaska",99072,36644
"Ketchikan Gateway Borough, Alaska",13800,35398
"Matanuska-Susitna Borough, Alaska",105369,29828
"Nome Census Area, Alaska",9988,21213
"Dillingham Census Area, Alaska",4961,23136
"Yakutat City and Borough, Alaska",649,32159
"Lake and Peninsula Borough, Alaska",1393,21080
"Southeast Fairbanks Census Area, Alaska",6878,29888
"Anchorage Municipality, Alaska",293531,38390
"Aleutians East Borough, Alaska",3385,29177
"Valdez-Cordova Census Area, Alaska",9243,36760
"Kenai Peninsula Borough, Alaska",58464,30696
"Skagway Municipality, Alaska",1107,35662
"Prince of Wales-Hyder Census Area, Alaska",6407,23921
"Petersburg Borough, Alaska",3257,28653
"Kusilvak Census Area, Alaska",8250,11520
"Maricopa County, Arizona",4328810,32158
"Graham County, Arizona",37996,24123
"Santa Cruz County, Arizona",46480,22538
"La Paz County, Arizona",20793,20561
"Mohave County, Arizona",207695,24105
"Coconino County, Arizona",141274,25094
"Yavapai County, Arizona",228067,26689
"Greenlee County, Arizona",9522,31420
"Pinal County, Arizona",432793,28080
"Nevada County, Arkansas",8351,23031
"Cross County, Arkansas",16824,25915
"Dallas County, Arkansas",7279,21699
"Columbia County, Arkansas",23776,19812
"Saline County, Arkansas",119415,31869
"Van Buren County, Arkansas",16642,20302
"Izard County, Arkansas",13570,21763
"Independence County, Arkansas",37427,22541
"Logan County, Arkansas",21668,21690
"Grant County, Arkansas",18126,27153
"Franklin County, Arkansas",17738,22283
"Pike County, Arkansas",10756,22055
"Jefferson County, Arkansas",69282,24282
"Montgomery County, Arkansas",8950,20328
"Scott County, Arkansas",10376,20376
"Sebastian County, Arkansas",127591,25248
"Crawford County, Arkansas",62739,25758
"Chicot County, Arkansas",10615,19980
"Johnson County, Arkansas",26372,20955
"Lee County, Arkansas",9194,17433
"Marion County, Iowa",33172,31558
"Washington County, Iowa",22100,32270
"Wright County, Iowa",12739,30596
"Cass County, Iowa",13091,28948
"Cherokee County, Iowa",11343,30888
"Crawford County, Iowa",17034,30641
"Des Moines County, Iowa",39386,29964
"Fayette County, Iowa",19803,26735
"Harrison County, Iowa",14089,33596
"Kossuth County, Iowa",14978,32007
"Mills County, Iowa",15034,33333
"Monona County, Iowa",8730,27314
"Muscatine County, Iowa",42889,31248
"Osceola County, Iowa",6052,31817
"Polk County, Iowa",479612,36061
"Webster County, Iowa",36545,25830
"Story County, Iowa",96941,23520
"Woodbury County, Iowa",102586,30541
"Black Hawk County, Iowa",132393,28001
"Grundy County, Iowa",12299,36676
"Jones County, Iowa",20559,31435
"Mitchell County, Iowa",10608,30614
"Montgomery County, Iowa",10053,28472
"Sac County, Iowa",9802,31386
"Plymouth County, Iowa",25068,36509
"Buchanan County, Iowa",21118,32049
"Clinton County, Iowa",46909,29943
"Decatur County, Iowa",7979,22853
"Jefferson County, Iowa",18148,25018
"Allamakee County, Iowa",13813,29921
"Linn County, Iowa",223861,34626
"Dallas County, Iowa",87099,46694
"O'Brien County, Iowa",13835,30548
"Stanton County, Kansas",2052,32121
"Meade County, Kansas",4180,31543
"Montgomery County, Kansas",32521,24542
"Pratt County, Kansas",9452,27764
"Rawlins County, Kansas",2502,27957
"Anderson County, Kansas",7835,25546
"Ellsworth County, Kansas",6231,27225
"Geary County, Kansas",34025,30573
"Ford County, Kansas",34179,29089
"Russell County, Kansas",6948,22825
"Marshall County, Kansas",9749,29842
"Allen County, Kansas",12556,25762
"Cheyenne County, Kansas",2665,26798
"Cowley County, Kansas",35351,26974
"Elk County, Kansas",2523,20737
"Franklin County, Kansas",25558,30681
"Hodgeman County, Kansas",1876,31348
"Jewell County, Kansas",2885,24077
"Rice County, Kansas",9658,26515
"Stafford County, Kansas",4181,28120
"Osage County, Kansas",15881,28478
"Coffey County, Kansas",8254,29788
"Crawford County, Kansas",38968,23064
"Greenwood County, Kansas",6081,25421
"Carroll County, Maryland",167699,42385
"Queen Anne's County, Maryland",49632,41965
"St. Mary's County, Maryland",112290,42884
"Charles County, Maryland",159428,48391
"Dorchester County, Maryland",32138,29113
"Washington County, Maryland",150109,30035
"Wicomico County, Maryland",102539,27278
"Cecil County, Maryland",102552,35836
"Caroline County, Maryland",33049,28293
"Suffolk County, Massachusetts",796605,34192
"Dukes County, Massachusetts",17312,39842
"Middlesex County, Massachusetts",1600842,46130
"Bristol County, Massachusetts",561037,32803
"Hampden County, Massachusetts",467871,28671
"Essex County, Massachusetts",783676,35990
"Franklin County, Massachusetts",70577,31875
"Worcester County, Massachusetts",824772,35350
"Hampshire County, Massachusetts",161032,28327
"Chippewa County, Michigan",37629,22322
"Monroe County, Michigan",149727,31107
"Oakland County, Michigan",1253185,39352
"Hillsdale County, Michigan",45757,26318
"Muskegon County, Michigan",173297,26491
"Leelanau County, Michigan",21652,32008
"Lapeer County, Michigan",88038,30352
"Sanilac County, Michigan",41295,25829
"Keweenaw County, Michigan",2111,28204
"Ontonagon County, Michigan",5877,24120
"Ottawa County, Michigan",286558,30688
"Alcona County, Michigan",10353,23311
"Ionia County, Michigan",64300,29878
"Kalkaska County, Michigan",17585,24739
"Berrien County, Michigan",154133,27125
"Ogemaw County, Michigan",20898,21906
"Wexford County, Michigan",33256,24167
"Crawford County, Michigan",13892,24226
"Dickinson County, Michigan",25439,29516
"Huron County, Michigan",31349,26855
"Ingham County, Michigan",290587,26089
"Mason County, Michigan",28954,26094
"Menominee County, Michigan",23074,25843
"Missaukee County, Michigan",15028,24963
"St. Joseph County, Michigan",60836,27909
"Van Buren County, Michigan",75358,27226
"Arenac County, Michigan",15070,24345
"Barry County, Michigan",60540,31940
"Iron County, Michigan",11152,24450
"Benzie County, Michigan",17615,27368
"Schoolcraft County, Michigan",8048,22869
"Wayne County, Michigan",1757299,26659
"Grand Traverse County, Michigan",92181,30814
"Mackinac County, Michigan",10780,25157
"Genesee County, Michigan",407875,26871
"Labette County, Kansas",20119,25772
"Sedgwick County, Kansas",513375,30468
"Republic County, Kansas",4658,28486
"Graham County, Kansas",2519,26768
"Douglas County, Kansas",120290,26292
"Sheridan County, Kansas",2506,32220
"Gray County, Kansas",6039,32514
"Todd County, South Dakota",10195,18483
"Oglala Lakota County, South Dakota",14335,15163
"Klickitat County, Washington",21721,26430
"Grays Harbor County, Washington",72779,26117
"Wahkiakum County, Washington",4268,26813
"Grant County, Washington",95502,26262
"Snohomish County, Washington",798808,40501
"Summers County, West Virginia",12848,21911
"Greenbrier County, West Virginia",35155,23115
"Mineral County, West Virginia",27167,26545
"Lewis County, West Virginia",16166,23106
"Pocahontas County, West Virginia",8450,22409
"Randolph County, West Virginia",28930,24193
"Wirt County, West Virginia",5798,25048
"Clay County, West Virginia",8709,19222
"Monongalia County, West Virginia",105474,24705
"Wetzel County, West Virginia",15436,23664
"Kanawha County, West Virginia",183279,26777
"Preston County, West Virginia",33683,25533
"Ritchie County, West Virginia",9844,24511
"Lincoln County, West Virginia",20850,23003
"Braxton County, West Virginia",14190,23583
"Boone County, West Virginia",22368,22829
"Wyoming County, West Virginia",21281,22398
"Dunn County, Wisconsin",44759,26111
"Grant County, Wisconsin",51733,26687
"Sheboygan County, Wisconsin",115178,32823
"Menominee County, Wisconsin",4558,23783
"Buffalo County, Wisconsin",13126,30910
"La Crosse County, Wisconsin",117894,29863
"Marathon County, Wisconsin",135396,31870
"Trempealeau County, Wisconsin",29499,31989
"Dodge County, Wisconsin",87715,32199
"Vilas County, Wisconsin",21751,26808
"Manitowoc County, Wisconsin",79185,30838
"Burnett County, Wisconsin",15289,27403
"Door County, Wisconsin",27472,32871
"Fond du Lac County, Wisconsin",102597,32247
"Pepin County, Wisconsin",7265,29817
"Richland County, Wisconsin",17459,29523
"Waushara County, Wisconsin",24193,27300
"Lafayette County, Wisconsin",16715,31460
"Pierce County, Wisconsin",41977,31494
"Calumet County, Wisconsin",49928,38365
"Kenosha County, Wisconsin",168524,31510
"Johnson County, Wyoming",8487,31327
"Wallace County, Kansas",1574,31675
"Chase County, Kansas",2637,24442
"Stevens County, Kansas",5603,29191
"Smith County, Kansas",3627,25739
"Grant County, Kansas",7467,33723
"Antrim County, Michigan",23206,27113
"Houghton County, Michigan",36070,20905
"Livingston County, Michigan",189754,38524
"Iosco County, Michigan",25197,23828
"Lake County, Michigan",11852,18793
"Manistee County, Michigan",24457,25053
"Jackson County, Kansas",13266,30334
"Kingman County, Kansas",7340,31157
"Logan County, Kansas",2805,26898
"Nemaha County, Kansas",10121,30556
"Pottawatomie County, Kansas",23847,34454
"Wyandotte County, Kansas",164861,26878
"Cherokee County, Kansas",20179,24412
"Butler County, Kansas",66698,32402
"Clay County, Kansas",8082,27977
"Lincoln County, Kansas",3044,28105
"Saline County, Kansas",54701,29229
"Sumner County, Kansas",23114,29526
"Trego County, Kansas",2840,32477
"Wabaunsee County, Kansas",6889,31168
"Wilson County, Kansas",8688,25522
"Mitchell County, Kansas",6145,27353
"Osborne County, Kansas",3530,27770
"Atchison County, Kansas",16268,22503
"Finney County, Kansas",36750,30650
"Hamilton County, Kansas",2591,29909
"Leavenworth County, Kansas",80745,32466
"Washington County, Kansas",5493,28288
"Wichita County, Kansas",2130,30813
"Morton County, Kansas",2754,28843
"Norton County, Kansas",5446,23436
"Barton County, Kansas",26453,26586
"Cloud County, Kansas",8938,26492
"Edwards County, Kansas",2869,30531
"Lane County, Kansas",1564,30275
"Rush County, Kansas",3022,27188
"Marion County, Kansas",11964,25715
"Neosho County, Kansas",16108,26323
"Ottawa County, Kansas",5822,30751
"Riley County, Kansas",75056,23025
"Barber County, Kansas",4624,26147
"Dickinson County, Kansas",18828,26855
"Jefferson County, Kansas",18890,35862
"Greenup County, Kentucky",35555,25769
"Fleming County, Kentucky",14513,23978
"Carter County, Kentucky",27159,19272
"Grant County, Kentucky",24951,26185
"Jefferson County, Kentucky",767419,31170
"Logan County, Kentucky",26902,26673
"Mason County, Kentucky",17112,24944
"Pendleton County, Kentucky",14572,26522
"Robertson County, Kentucky",2123,26864
"Spencer County, Kentucky",18680,36253
"Bath County, Kentucky",12355,24636
"Ballard County, Kentucky",8032,25285
"Boyle County, Kentucky",29972,24245
"Green County, Kentucky",10979,19829
"Harlan County, Kentucky",26699,17709
"Martin County, Kentucky",11648,22992
"Lincoln County, Kentucky",24476,23142
"Monroe County, Kentucky",10627,20677
"Ohio County, Kentucky",24071,23272
"Union County, Kentucky",14638,25799
"Webster County, Kentucky",13068,22344
"Jim Wells County, Texas",40972,21554
"Dallam County, Texas",7304,30367
"Montmorency County, Michigan",9265,23146
"Presque Isle County, Michigan",12714,25208
"Gladwin County, Michigan",25279,24249
"Kalamazoo County, Michigan",262745,27981
"Mecosta County, Michigan",43251,20605
"Marquette County, Michigan",66686,26510
"Newaygo County, Michigan",48366,25457
"Osceola County, Michigan",23290,23975
"Otsego County, Michigan",24490,26743
"Calhoun County, Michigan",134212,26362
"Cheboygan County, Michigan",25418,24672
"Luce County, Michigan",6338,23277
"Kent County, Michigan",648121,30869
"Saginaw County, Michigan",191821,25778
"Shiawassee County, Michigan",68340,29626
"Bay County, Michigan",104104,27109
"Charlevoix County, Michigan",26188,29017
"Delta County, Michigan",36026,26120
"Emmet County, Michigan",33104,29031
"Koochiching County, Minnesota",12515,27799
"Morrison County, Minnesota",33064,30319
"Pennington County, Minnesota",14183,34055
"Steele County, Minnesota",36683,34883
"Wilkin County, Minnesota",6291,36838
"Aitkin County, Minnesota",15834,26586
"Faribault County, Minnesota",13801,30273
"Murray County, Minnesota",8296,31283
"Kandiyohi County, Minnesota",42841,31061
"Lake County, Minnesota",10560,32930
"Rock County, Minnesota",9402,32941
"Roseau County, Minnesota",15361,32827
"Traverse County, Minnesota",3311,32362
"Becker County, Minnesota",34011,31304
"Hennepin County, Minnesota",1245837,40502
"Brown County, Minnesota",25163,32186
"Chippewa County, Minnesota",11953,32049
"Clearwater County, Minnesota",8821,26597
"Goodhue County, Minnesota",46246,34672
"Isanti County, Minnesota",39430,36132
"Jackson County, Minnesota",9954,33412
"Mower County, Minnesota",39807,30821
"Pine County, Minnesota",29223,26478
"Olmsted County, Minnesota",154809,40157
"Wadena County, Minnesota",13654,26026
"Benton County, Minnesota",40129,32419
"Freeborn County, Minnesota",30463,29777
"Itasca County, Minnesota",45141,28962
"Pope County, Minnesota",11048,33598
"Stevens County, Minnesota",9789,27740
"Swift County, Minnesota",9359,30691
"Cottonwood County, Minnesota",11299,30748
"Scott County, Minnesota",145275,43988
"Wabasha County, Minnesota",21537,34536
"Pipestone County, Minnesota",9191,29023
"Norman County, Minnesota",6520,30234
"Nicollet County, Minnesota",33954,33167
"Fort Bend County, Texas",765394,40880
"Irion County, Texas",1620,30909
"Willacy County, Texas",21588,16793
"Dawson County, Texas",12813,21316
"Burleson County, Texas",18058,30170
"Nueces County, Texas",361540,27335
"Rains County, Texas",11766,24729
"Real County, Texas",3408,20868
"Sterling County, Texas",1231,36827
"Carson County, Texas",6009,38411
"Freestone County, Texas",19714,26288
"Hardeman County, Texas",3945,19629
"Briscoe County, Texas",1457,24375
"Liberty County, Texas",83702,27199
