NAME,Population,Median_Income
"Loving County, Texas",98,23750
"Robertson County, Texas",16990,24907
"Rusk County, Texas",53755,26176
"Trinity County, Texas",14620,23576
"Bandera County, Texas",22215,24939
"Childress County, Texas",7253,27867
"Comal County, Texas",141642,36265
"Houston County, Texas",22954,21103
"Navarro County, Texas",48995,24951
"Scurry County, Texas",17096,27681
"Stonewall County, Texas",1476,25331
"Bastrop County, Texas",84522,30057
"Bee County, Texas",32611,20371
"Crane County, Texas",4802,27260
"Rutland County, Vermont",58892,30112
"Orange County, Vermont",28908,31445
"Windsor County, Vermont",55275,31840
"Utah County, Utah",605490,26084
"Duchesne County, Utah",20148,30440
"Uintah County, Utah",36084,26723
"Davis County, Utah",345767,34554
"Emery County, Utah",10117,29209
"Garfield County, Utah",4998,23253
"Isle of Wight County, Virginia",36627,35695
"Franklin city, Virginia",8147,26839
"Lexington city, Virginia",7241,8641
"Henry County, Virginia",51308,21493
"King William County, Virginia",16688,34612
"Louisa County, Virginia",36040,29405
"Prince Edward County, Virginia",22905,18060
"Rockingham County, Virginia",80284,30670
"Calloway County, Kentucky",38837,20899
"Casey County, Kentucky",15885,19094
"Christian County, Kentucky",71414,26667
"Daviess County, Kentucky",100474,27831
"Grayson County, Kentucky",26247,23040
"Henderson County, Kentucky",45829,26733
"Henry County, Kentucky",15911,25639
"Hopkins County, Kentucky",45331,26085
"Jackson County, Kentucky",13369,20182
"Laurel County, Kentucky",60357,22721
"Marshall County, Kentucky",31192,27833
"Meade County, Kentucky",28182,29352
"Montgomery County, Kentucky",27884,24173
"Nicholas County, Kentucky",7153,21681
"Oldham County, Kentucky",65967,41157
"Douglas County, Minnesota",37513,33855
"Grant County, Minnesota",5935,30741
"Kittson County, Minnesota",4311,32384
"Le Sueur County, Minnesota",28242,35685
"Owen County, Kentucky",10796,24982
"Rockcastle County, Kentucky",16820,19607
"Scott County, Kentucky",54667,33307
"Warren County, Kentucky",128652,25057
"Allen County, Kentucky",20944,22110
"Bourbon County, Kentucky",20058,26389
"Bullitt County, Kentucky",80171,31348
"Crittenden County, Kentucky",9000,22431
"Fulton County, Kentucky",6130,20198
"Knott County, Kentucky",15260,16796
"Menifee County, Kentucky",6443,23848
"Muhlenberg County, Kentucky",30951,20938
"Perry County, Kentucky",26624,21114
"Wolfe County, Kentucky",7207,14180
"Clay County, Kentucky",20368,16369
"Bell County, Kentucky",26791,15563
"Cumberland County, Kentucky",6697,18583
"Graves County, Kentucky",37248,24822
"Lee County, Kentucky",6881,16665
"Butler County, Kentucky",12764,24598
"Edmonson County, Kentucky",12138,21545
"Harrison County, Kentucky",18722,24369
"Bracken County, Kentucky",8305,25861
"Nelson County, Kentucky",45650,30824
"Wayne County, Kentucky",20546,19356
"Marion County, Kentucky",19244,23359
"Trigg County, Kentucky",14449,27365
"Boone County, Kentucky",130820,36732
"Jessamine County, Kentucky",53032,27057
"Knox County, Kentucky",31365,17124
"Letcher County, Kentucky",22295,19483
"Livingston County, Kentucky",9235,24648
"Pike County, Kentucky",59497,20813
"Shelby County, Kentucky",47325,30536
"Anderson County, Kentucky",22409,31028
"Breckinridge County, Kentucky",20176,23373
"Franklin County, Kentucky",50529,32347
"McCreary County, Kentucky",17465,15671
"Madison County, Kentucky",90802,22905
"Metcalfe County, Kentucky",10036,19767
"Owsley County, Kentucky",4442,17266
"Simpson County, Kentucky",18183,26604
"Clark County, Kentucky",35971,27322
"Todd County, Kentucky",12316,26469
"Carroll County, Kentucky",10671,22711
"Clinton County, Kentucky",10193,19275
"Gallatin County, Kentucky",8737,25496
"Richland Parish, Louisiana",20350,20158
"Mahnomen County, Minnesota",5501,24792
"Chisago County, Minnesota",55315,38960
"Redwood County, Minnesota",15261,29501
"Yellow Medicine County, Minnesota",9814,30470
"Todd County, Minnesota",24494,28929
"Beltrami County, Minnesota",46403,25619
"Blue Earth County, Minnesota",66795,27486
"Houston County, Minnesota",18648,34148
"Lac qui Parle County, Minnesota",6719,29450
"Lake of the Woods County, Minnesota",3771,24131
"Otter Tail County, Minnesota",58195,31660
"Waseca County, Minnesota",18740,30688
"St. Louis County, Minnesota",199759,29063
"Anoka County, Minnesota",350253,39688
"Stearns County, Minnesota",158452,30470
"Dakota County, Minnesota",421453,42103
"Lyon County, Minnesota",25758,30699
"Marshall County, Minnesota",9372,33917
"Renville County, Minnesota",14652,31212
"Washington County, Minnesota",255938,44418
"Cook County, Minnesota",5376,32016
"Knox County, Missouri",3947,20024
"Montgomery County, Missouri",11487,27625
"Stoddard County, Missouri",29377,22608
"Audrain County, Missouri",25644,23257
"Greene County, Missouri",289756,26445
"St. Clair County, Missouri",9370,21077
"Schuyler County, Missouri",4555,22271
"Camden County, Missouri",45466,24976
"Jefferson County, Missouri",223951,32137
"New Madrid County, Missouri",17560,23739
"Ralls County, Missouri",10234,28251
"Custer County, Montana",11729,28832
"Powder River County, Montana",1607,31362
"Roosevelt County, Montana",11175,22477
"Liberty County, Montana",2351,26465
"Richland County, Montana",11199,32507
"Toole County, Montana",4892,24360
"Daniels County, Montana",1730,32053
"Judith Basin County, Montana",1954,26422
"Deer Lodge County, Montana",9106,23700
"McCone County, Montana",1790,27143
"Rosebud County, Montana",9152,28115
"Dawson County, Montana",9017,29196
"Broadwater County, Montana",5945,30913
"Phillips County, Montana",4077,26228
"Blaine County, Nebraska",477,29141
"Deuel County, Nebraska",1831,26051
"Logan County, Nebraska",927,25338
"Thayer County, Nebraska",5057,30097
"Adams County, Nebraska",31587,28213
"Boone County, Nebraska",5279,32416
"St. Martin Parish, Louisiana",53732,25297
"Vernon Parish, Louisiana",49646,26098
"Winn Parish, Louisiana",14313,21224
"East Baton Rouge Parish, Louisiana",443763,28441
"Sabine Parish, Louisiana",23991,20945
"Allen Parish, Louisiana",25618,22405
"Madison Parish, Louisiana",11306,18095
"Jefferson Davis Parish, Louisiana",31441,22566
"St. James Parish, Louisiana",21308,26341
"Grant Parish, Louisiana",22340,20236
"West Feliciana Parish, Louisiana",15428,30783
"Jefferson Parish, Louisiana",434850,29735
"Monroe County, Alabama",21270,20706
"Lawrence County, Alabama",33058,24698
"Lee County, Alabama",161152,25439
"Marion County, Alabama",29866,20344
"Pickens County, Alabama",20243,20311
"Sumter County, Alabama",12797,15278
"Jefferson County, Alabama",659680,29369
"Choctaw County, Alabama",12925,20652
"Franklin County, Alabama",31466,24210
"Marengo County, Alabama",19321,22415
"Russell County, Alabama",57952,24726
"Cherokee County, Alabama",25903,23121
"Covington County, Alabama",37200,24623
"Crenshaw County, Alabama",13844,21337
"Dallas County, Alabama",39149,20682
"Lauderdale County, Alabama",92556,26007
"Lowndes County, Alabama",10079,17895
"Macon County, Alabama",18708,17540
"Limestone County, Alabama",94727,28473
"Shelby County, Alabama",213432,38053
"Winston County, Alabama",23784,20905
"Baldwin County, Alabama",212830,29802
"Elmore County, Alabama",81144,29988
"Jackson County, Alabama",51852,24004
"Talladega County, Alabama",80387,22313
"Washington County, Alabama",16541,21647
"Clay County, Alabama",13337,22404
"Morgan County, Alabama",119213,26510
"Pike County, Alabama",33333,20958
"Colbert County, Alabama",54771,25308
"Dale County, Alabama",49277,24767
"Hale County, Alabama",14809,19167
"DeKalb County, Alabama",71310,21951
"Escambia County, Alabama",37057,22986
"Randolph County, Alabama",22647,24128
"Mobile County, Alabama",414114,25908
"Perry County, Alabama",9293,17576
"Cleburne County, Alabama",14916,23433
"Conecuh County, Alabama",12394,21085
"Barbour County, Alabama",25361,17963
"Bibb County, Alabama",22493,21958
"Calhoun County, Alabama",114618,24069
"Clarke County, Alabama",24128,21613
"Fayette County, Alabama",16494,21529
"Rock County, Nebraska",1414,32198
"Sherman County, Nebraska",3033,28496
"Beauregard Parish, Louisiana",37043,25940
"Bienville Parish, Louisiana",13564,20695
"Bossier Parish, Louisiana",126499,29338
"Cameron Parish, Louisiana",6930,30517
"East Feliciana Parish, Louisiana",19371,26177
"St. John the Baptist Parish, Louisiana",43242,27932
"Plaquemines Parish, Louisiana",23338,28697
"Ouachita Parish, Louisiana",155494,24755
"Washington Parish, Louisiana",46435,19978
"St. Landry Parish, Louisiana",83172,20843
"Acadia Parish, Louisiana",62457,22795
"St. Mary Parish, Louisiana",50968,25255
"St. Tammany Parish, Louisiana",255155,31566
"Union Parish, Louisiana",22353,24154
"Caddo Parish, Louisiana",245831,23699
"Ascension Parish, Louisiana",123114,37330
"Lafayette Parish, Louisiana",241973,29443
"Iberia Parish, Louisiana",71887,24423
"Lincoln Parish, Louisiana",47246,20228
"St. Helena Parish, Louisiana",10297,22444
"Webster Parish, Louisiana",39242,17267
"De Soto Parish, Louisiana",27289,25566
"Iberville Parish, Louisiana",32822,25164
"Livingston Parish, Louisiana",138928,31434
"Morehouse Parish, Louisiana",25610,20371
"Orleans Parish, Louisiana",390845,26095
"Terrebonne Parish, Louisiana",112054,25850
"Calcasieu Parish, Louisiana",201619,27057
"Claiborne Parish, Louisiana",15985,16244
"Avoyelles Parish, Louisiana",40669,21711
"Jackson Parish, Louisiana",15879,21417
"Pointe Coupee Parish, Louisiana",22016,24851
"St. Charles Parish, Louisiana",52773,36001
"Lafourche Parish, Louisiana",98108,27296
"Tensas Parish, Louisiana",4561,15723
"LaSalle Parish, Louisiana",14936,21949
"Lincoln County, Maine",34201,29871
"Waldo County, Maine",39539,27241
"Piscataquis County, Maine",16836,21687
"Aroostook County, Maine",67809,22893
"Washington County, Maine",31491,22871
"Knox County, Maine",39759,29602
"Sagadahoc County, Maine",35452,33990
"Kennebec County, Maine",121753,29341
"Franklin County, Maine",29982,25350
"Hancock County, Maine",54601,29700
"Baltimore city, Maryland",609032,29943
"Somerset County, Maryland",25729,20174
"Harford County, Maryland",252222,41771
"Allegany County, Maryland",71445,22555
"Howard County, Nebraska",6417,30998
"Gosper County, Nebraska",2013,33845
"Sarpy County, Nebraska",181232,39856
"Boyd County, Nebraska",1937,25286
"Fillmore County, Nebraska",5547,31831
"Hooker County, Nebraska",693,25673
"Seward County, Nebraska",17171,31663
"Webster County, Nebraska",3537,29290
"Butler County, Nebraska",8029,31456
"Arthur County, Nebraska",427,26184
"Gage County, Nebraska",21594,30137
"Kearney County, Nebraska",6529,32080
"Madison County, Nebraska",35080,30202
"Phelps County, Nebraska",9100,31342
"Wayne County, Nebraska",9332,24036
"Knox County, Nebraska",8426,28390
"Merrick County, Nebraska",7798,30243
"Pawnee County, Nebraska",2649,25463
"Wheeler County, Nebraska",783,31615
"Lander County, Nevada",5643,39984
"Esmeralda County, Nevada",969,26310
"Mineral County, Nevada",4460,24316
"Lincoln County, Nevada",5180,30739
"Washoe County, Nevada",456936,32659
"Carson City, Nevada",54773,31335
"Merrimack County, New Hampshire",149917,35807
"Belknap County, New Hampshire",60887,32332
"Strafford County, New Hampshire",129124,31687
"Monmouth County, New Jersey",621659,43508
"Sussex County, New Jersey",141483,42781
"Essex County, New Jersey",795404,32062
"Gloucester County, New Jersey",291165,39098
"Passaic County, New Jersey",503637,31272
"Bergen County, New Jersey",930390,46138
"Warren County, New Jersey",105862,38468
"Burlington County, New Jersey",445702,41780
"Luna County, New Mexico",24083,16620
"Taos County, New Mexico",32786,22060
"Colfax County, New Mexico",12168,22717
"Harding County, New Mexico",441,21086
"Quay County, New Mexico",8326,19569
"Noxubee County, Mississippi",10700,17847
"Tate County, Mississippi",28404,24970
"Panola County, Mississippi",34190,21299
"Yalobusha County, Mississippi",12367,21930
"Winnebago County, Iowa",10534,30414
"Shelby County, Iowa",11606,32322
"Appanoose County, Iowa",12452,24013
"Iowa County, Iowa",16189,33102
"Page County, Iowa",15268,27928
"Winneshiek County, Iowa",20262,30273
"Pottawattamie County, Iowa",93393,31953
"Marshall County, Iowa",39964,30385
"Boone County, Iowa",26370,33532
"Buena Vista County, Iowa",20058,29438
"Howard County, Iowa",9226,31701
"Guthrie County, Iowa",10669,31673
"Humboldt County, Iowa",9554,30442
"Madison County, Iowa",16012,35347
"Lafayette County, Arkansas",6800,21109
"Phillips County, Arkansas",18606,20294
"Yell County, Arkansas",21464,23158
"Bradley County, Arkansas",10874,26213
"Polk County, Arkansas",20094,20349
"Ouachita County, Arkansas",23830,21126
"Little River County, Arkansas",12347,25886
"Miller County, Arkansas",43572,24076
"White County, Arkansas",78762,23470
"Lake County, California",64195,25172
"Yuba County, California",76360,27877
"Lassen County, California",30818,30814
"Sonoma County, California",499772,36623
"Imperial County, California",180701,18245
"Alameda County, California",1656754,43583
"Napa County, California",139623,37953
"Sierra County, California",3040,28138
"Yolo County, California",217352,30331
"Nevada County, California",99244,32359
"Mendocino County, California",87224,26784
"Los Angeles County, California",10081570,29985
"Santa Clara County, California",1927470,47584
"Siskiyou County, California",43468,25576
"Del Norte County, California",27495,23493
"Chaffee County, Colorado",19557,30011
"Garfield County, Colorado",59055,36618
"Jefferson County, Colorado",574798,41035
"Rio Blanco County, Colorado",6384,30251
"Conejos County, Colorado",8128,20882
"Adams County, Colorado",504108,34088
"Eagle County, Colorado",54681,38850
"Moffat County, Colorado",13127,30196
"Cheyenne County, Colorado",2026,32727
"Montgomery County, Alabama",226941,26487
"Marshall County, Alabama",95643,24278
"Blount County, Alabama",57681,26976
"Henry County, Alabama",17133,23973
"Madison County, Alabama",362276,32588
"Autauga County, Alabama",55380,29725
"Tallapoosa County, Alabama",40541,24621
"Geneva County, Alabama",26417,22376
"Wilcox County, Alabama",10681,17766
"Aleutians West Census Area, Alaska",5698,35204
"Bristol Bay Borough, Alaska",875,38804
"Kodiak Island Borough, Alaska",13451,31806
"Northwest Arctic Borough, Alaska",7715,18986
"McMinn County, Tennessee",53053,22440
"Marshall County, Tennessee",32965,28320
"Rhea County, Tennessee",32719,23097
"Scott County, Tennessee",21969,20467
"Anderson County, Tennessee",76061,26136
"Fentress County, Tennessee",18213,19473
"Gibson County, Tennessee",49228,24373
"Hardeman County, Tennessee",25443,20987
"Loudon County, Tennessee",52340,28529
"Rutherford County, Tennessee",315815,32018
"Smith County, Tennessee",19740,28205
"Wilson County, Tennessee",136666,35388
"Unicoi County, Tennessee",17811,21814
"Lincoln County, New Mexico",19461,23730
"Chaves County, New Mexico",65144,22812
"Lea County, New Mexico",70277,28748
"Santa Fe County, New Mexico",149293,32693
"Union County, New Mexico",4133,23643
"Sierra County, New Mexico",11031,17281
"Socorro County, New Mexico",16858,16986
"Roosevelt County, New Mexico",18888,19323
"Doña Ana County, New Mexico",216069,20801
"Los Alamos County, New Mexico",18625,66708
"Rio Arriba County, New Mexico",39159,25481
"San Miguel County, New Mexico",27738,19308
"Valencia County, New Mexico",76027,24497
"Torrance County, New Mexico",15519,20651
"Bernalillo County, New Mexico",677858,28973
"Otero County, New Mexico",66137,21871
"Cibola County, New Mexico",26891,20443
"De Baca County, New Mexico",2040,23838
"Guadalupe County, New Mexico",4353,19409
"Catron County, New Mexico",3526,22920
"Bronx County, New York",1435068,22232
"Onondaga County, New York",462872,32772
"Clinton County, New York",80583,29129
"Seneca County, New York",34390,29451
"Putnam County, New York",98787,42440
"Herkimer County, New York",62057,28005
"Ontario County, New York",109511,33098
"Steuben County, New York",96422,28431
"Hamilton County, New York",4515,23364
"Chautauqua County, New York",128496,25114
"Kings County, New York",2589974,31406
"Tioga County, New York",48686,31430
"Orleans County, New York",40904,28415
"Saratoga County, New York",228502,41391
"Columbia County, New York",60371,33048
"Lewis County, New York",26572,29392
"Westchester County, New York",968890,42615
"Delaware County, New York",44995,26032
"Montgomery County, New York",49302,26952
"Richmond County, New York",474893,39777
"St. Lawrence County, New York",108913,25915
"Tompkins County, New York",102642,27572
"Warren County, New York",64276,32238
"Cortland County, New York",47865,26380
"Dutchess County, New York",293754,35996
"Platte County, Wyoming",8582,26585
"Sheridan County, Wyoming",30140,34758
"Big Horn County, Wyoming",11882,26237
"Crook County, Wyoming",7472,33258
"Park County, Wyoming",29148,31160
"Albany County, Wyoming",38390,22850
"Carbon County, Wyoming",15247,31516
"Goshen County, Wyoming",13342,27496
"Uinta County, Wyoming",20479,29557
"Washakie County, Wyoming",8027,29327
"Hot Springs County, Wyoming",4607,27960
"Fremont County, Wyoming",39812,27725
"Sublette County, Wyoming",9880,33412
"Weston County, Wyoming",7049,27367
"Monroe County, New York",743341,31426
"Oneida County, New York",229959,30286
"Ulster County, New York",178665,31547
"Chemung County, New York",84895,28854
"Livingston County, New York",63591,29939
"Otsego County, New York",59972,25415
"Greene County, New York",47424,28253
"Albany County, New York",306968,34723
"Allegany County, New York",46688,23709
"Cattaraugus County, New York",77121,26389
"Madison County, New York",71205,30568
"Schenectady County, New York",154859,31997
"Genesee County, New York",57808,30771
"Yates County, New York",25011,26361
"Greene County, North Carolina",21033,22002
"Mitchell County, North Carolina",15004,25087
"Chowan County, North Carolina",14097,27338
"Alleghany County, North Carolina",11008,20795
"Caldwell County, North Carolina",81884,23742
"Catawba County, North Carolina",157613,27887
"Cleveland County, North Carolina",97282,23432
"Craven County, North Carolina",102491,27714
"Edgecombe County, North Carolina",52648,21874
"Granville County, North Carolina",59328,27413
"Harnett County, North Carolina",132283,27340
"Hoke County, North Carolina",53957,26299
"Henderson County, North Carolina",114913,29652
"Hyde County, North Carolina",5213,20806
"Iredell County, North Carolina",175538,30102
"Mecklenburg County, North Carolina",1074475,35339
"Northampton County, North Carolina",19946,22203
"Pitt County, North Carolina",178433,25313
"Rowan County, North Carolina",140296,26346
"Vance County, North Carolina",44479,22006
"Cherokee County, North Carolina",27969,22947
"Currituck County, North Carolina",26363,35901
"Union County, North Carolina",231053,34405
"Wilkes County, North Carolina",68469,23989
"Nash County, North Carolina",94030,25978
"Alexander County, North Carolina",37213,25797
"Dare County, North Carolina",36222,30728
"Warren County, North Carolina",19898,21858
"Wilson County, North Carolina",81435,24755
"Gates County, North Carolina",11548,28354
"Graham County, North Carolina",8509,20279
"Madison County, North Carolina",21499,25148
"Pamlico County, North Carolina",12701,24135
"Polk County, North Carolina",20557,26725
"Randolph County, North Carolina",143118,25976
"Stokes County, North Carolina",45781,26907
"Washington County, North Carolina",11922,18139
"Clay County, North Carolina",10946,26318
"Cumberland County, North Carolina",332861,26713
"Guilford County, North Carolina",527868,28890
"Jackson County, North Carolina",42938,21959
"Pasquotank County, North Carolina",39514,26855
"Robeson County, North Carolina",132596,21284
"Swain County, North Carolina",14260,21291
"Wake County, North Carolina",1069079,39798
"Anson County, North Carolina",24902,22474
"McDowell County, North Carolina",45227,24450
"Franklin County, North Carolina",66362,29127
"Jones County, North Carolina",9594,22170
"Macon County, North Carolina",34813,25439
"Brunswick County, North Carolina",131815,28184
"Transylvania County, North Carolina",33775,26010
"Beaufort County, North Carolina",47168,25665
"Columbus County, North Carolina",56068,22271
"Lincoln County, North Carolina",82919,30413
"Montgomery County, North Carolina",27252,23955
"Orange County, North Carolina",144836,31605
"Richmond County, North Carolina",44997,21211
"Sampson County, North Carolina",63385,22516
"Surry County, North Carolina",71971,24505
"Avery County, North Carolina",17506,20407
"Buncombe County, North Carolina",256886,28525
"Cabarrus County, North Carolina",206615,32366
"Caswell County, North Carolina",22684,24309
"Davie County, North Carolina",42257,30029
"Davidson County, North Carolina",165381,27077
"Duplin County, North Carolina",58967,21302
"Durham County, North Carolina",311848,34059
"Hertford County, North Carolina",24012,21356
"Lee County, North Carolina",60481,25799
"New Hanover County, North Carolina",227938,29520
"Pender County, North Carolina",60399,27265
"Wayne County, North Carolina",123603,25285
"Scotland County, North Carolina",35076,21543
"Watauga County, North Carolina",54925,19690
"Halifax County, North Carolina",51190,20754
"Alamance County, North Carolina",163324,27734
"Tyrrell County, North Carolina",4095,19358
"Stark County, North Dakota",31081,40418
"Wells County, North Dakota",3976,35014
"Burke County, North Dakota",2182,43809
"Mountrail County, North Dakota",10321,37826
"Williams County, North Dakota",35208,45062
"Billings County, North Dakota",922,39375
"Kidder County, North Dakota",2466,30481
"Cavalier County, North Dakota",3803,35633
"Grant County, North Dakota",2353,28966
"McHenry County, North Dakota",5878,38176
"Steele County, North Dakota",1744,42361
"Benson County, North Dakota",6873,26089
"LaMoure County, North Dakota",4125,35498
"Morton County, North Dakota",30868,38107
"Dunn County, North Dakota",4395,37402
"McIntosh County, North Dakota",2597,30646
"Nelson County, North Dakota",2894,31642
"Rolette County, North Dakota",14511,27424
"Walsh County, North Dakota",10751,33699
"Bottineau County, North Dakota",6502,31982
"Barnes County, North Dakota",10706,32744
"Grand Forks County, North Dakota",70224,30264
"McKenzie County, North Dakota",13334,39784
"McLean County, North Dakota",9584,36014
"Pierce County, North Dakota",4126,27453
"Renville County, North Dakota",2442,40758
"Bowman County, North Dakota",3148,33791
"Burleigh County, North Dakota",94793,40277
"Logan County, North Dakota",1872,32098
"Oliver County, North Dakota",1842,40809
"Stutsman County, North Dakota",20965,31343
"Ramsey County, North Dakota",11583,30193
"Foster County, North Dakota",3260,35118
"Griggs County, North Dakota",2409,31869
"Sheridan County, North Dakota",1409,31402
"Slope County, North Dakota",742,30568
"Union County, Ohio",56707,39845
"Pike County, Ohio",28000,23430
"Paulding County, Ohio",18809,28873
"Hamilton County, Ohio",813589,31579
"Franklin County, Ohio",1290360,32427
"Marion County, Ohio",65299,23412
"Tuscarawas County, Ohio",92335,27316
"Wayne County, Ohio",116099,29052
"Brown County, Ohio",43572,28635
"Butler County, Ohio",380019,31637
"Harrison County, Ohio",15211,25261
"Knox County, Ohio",61481,27404
"Licking County, Ohio",173750,31000
"Richland County, Ohio",121100,25390
"Vinton County, Ohio",13083,23750
"Carroll County, Ohio",27332,29667
"Hancock County, Ohio",75837,31737
"Clermont County, Ohio",204275,32761
"Fairfield County, Ohio",154457,32050
"Defiance County, Ohio",38160,30487
"Highland County, Ohio",43016,23646
"Henry County, Ohio",27208,31093
"Jefferson County, Ohio",66371,25577
"Portage County, Ohio",162511,27359
"Putnam County, Ohio",33911,34795
"Belmont County, Ohio",68024,25252
"Clinton County, Ohio",41957,27859
"Fayette County, Ohio",28620,27986
"Perry County, Ohio",36022,24862
"Pickaway County, Ohio",57762,30721
"Madison County, Ohio",44135,31612
"Muskingum County, Ohio",86131,25116
"Sandusky County, Ohio",59029,29611
"Van Wert County, Ohio",28261,30494
"Washington County, Ohio",60426,26399
"Auglaize County, Ohio",45729,32918
"Darke County, Ohio",51513,29106
"Ottawa County, Ohio",40632,30701
"Hardin County, Ohio",31425,25434
"Jackson County, Ohio",32450,24981
"Huron County, Ohio",58339,28398
"Athens County, Ohio",65917,16021
"Adams County, Ohio",27776,20725
"Medina County, Ohio",177980,37069
"Lucas County, Ohio",431102,27602
"Noble County, Ohio",14416,22922
"Seneca County, Ohio",55351,26909
"Stark County, Ohio",372404,27962
"Coshocton County, Ohio",36585,24872
"Delaware County, Ohio",201135,46471
"Geauga County, Ohio",93843,36968
"Hocking County, Ohio",28390,26156
"Lake County, Ohio",229954,33539
"Ross County, Ohio",76948,26545
"Cuyahoga County, Ohio",1247451,29458
"Holmes County, Ohio",43901,27217
"Miami County, Ohio",105371,30566
"Monroe County, Ohio",13942,24070
"Trumbull County, Ohio",200367,26458
"Wood County, Ohio",130150,29107
"Ashland County, Ohio",53536,26810
"Dewey County, Oklahoma",4922,26291
"Harper County, Oklahoma",3760,26495
"Logan County, Oklahoma",46683,29442
"Tulsa County, Oklahoma",646419,30505
"Washington County, Oklahoma",51886,28068
"Harmon County, Oklahoma",2710,25767
"Haskell County, Oklahoma",12687,21951
"Okmulgee County, Oklahoma",38749,22500
"Osage County, Oklahoma",47226,27652
"Jefferson County, Oklahoma",6158,22729
"Garfield County, Oklahoma",61898,27646
"Garvin County, Oklahoma",27835,27142
"Pittsburg County, Oklahoma",44146,26240
"Pontotoc County, Oklahoma",38355,27415
"Roger Mills County, Oklahoma",3667,27069
"Woodward County, Oklahoma",20727,29442
"Cherokee County, Oklahoma",48664,22142
"Delaware County, Oklahoma",42433,22210
"Ellis County, Oklahoma",4015,26869
"Grady County, Oklahoma",55071,29704
"Payne County, Oklahoma",81815,21193
"Pottawatomie County, Oklahoma",72154,24983
"Creek County, Oklahoma",71427,27326
"Tillman County, Oklahoma",7413,21892
"Washita County, Oklahoma",11225,28225
"Cotton County, Oklahoma",5858,24600
"Kiowa County, Oklahoma",8886,22663
"Le Flore County, Oklahoma",50026,21806
"McCurtain County, Oklahoma",33016,22631
"Major County, Oklahoma",7692,29333
"Mayes County, Oklahoma",41044,25134
"Oklahoma County, Oklahoma",787216,30299
"Custer County, Oklahoma",29152,25736
"Love County, Oklahoma",10063,24145
"Beckham County, Oklahoma",22268,23010
"Choctaw County, Oklahoma",14807,21269
"Jackson County, Oklahoma",25063,27002
"Lincoln County, Oklahoma",34895,26190
"Pawnee County, Oklahoma",16412,25474
"Seminole County, Oklahoma",24832,22026
"Cimarron County, Oklahoma",2174,30925
"Blaine County, Oklahoma",9556,26007
"Coal County, Oklahoma",5581,24171
"Grant County, Oklahoma",4397,31615
"Kingfisher County, Oklahoma",15694,31430
"McClain County, Oklahoma",39247,32824
"Marshall County, Oklahoma",16505,23746
"Noble County, Oklahoma",11335,27141
"Nowata County, Oklahoma",10322,24022
"Rogers County, Oklahoma",91353,32493
"Sequoyah County, Oklahoma",41709,21001
"Alfalfa County, Oklahoma",5847,24113
"Woods County, Oklahoma",9043,23460
"Cleveland County, Oklahoma",279274,31458
"Okfuskee County, Oklahoma",12067,21287
"Atoka County, Oklahoma",13823,21263
"Union County, Oregon",26337,25785
"Marion County, Oregon",339641,28340
"Douglas County, Oregon",109114,24680
"Jefferson County, Oregon",23607,26242
"Polk County, Oregon",83037,28241
"Deschutes County, Oregon",186251,31371
"Linn County, Oregon",125048,27939
"Yamhill County, Oregon",104831,29737
"Baker County, Oregon",16019,26254
"Klamath County, Oregon",66921,24668
"Lincoln County, Oregon",48547,24631
"Benton County, Oregon",91107,25899
"Crook County, Oregon",23011,25723
"Sherman County, Oregon",1642,30194
"Harney County, Oregon",7267,24409
"Malheur County, Oregon",30412,21888
"Wallowa County, Oregon",7004,26382
"Wheeler County, Oregon",1415,21543
"Morrow County, Oregon",11303,26976
"Coos County, Oregon",63686,24980
"Curry County, Oregon",22650,23974
"Gilliam County, Oregon",1878,29167
"Hood River County, Oregon",23209,31097
"Lake County, Oregon",7837,22214
"Multnomah County, Oregon",804606,34152
"Pike County, Pennsylvania",55453,30423
"Snyder County, Pennsylvania",40483,27703
"Susquehanna County, Pennsylvania",40970,29356
"Crawford County, Pennsylvania",85665,26199
"Erie County, Pennsylvania",273835,26585
"Fulton County, Pennsylvania",14506,29248
"Juniata County, Pennsylvania",24624,26870
"Schuylkill County, Pennsylvania",142674,28165
"Wyoming County, Pennsylvania",27327,28347
"Adams County, Pennsylvania",102470,30935
"Armstrong County, Pennsylvania",65867,27409
"Clinton County, Pennsylvania",38915,25229
"Carbon County, Pennsylvania",63887,29134
"Centre County, Pennsylvania",161960,26079
"Northumberland County, Pennsylvania",91761,26746
"Northampton County, Pennsylvania",302809,31975
"Venango County, Pennsylvania",51818,26251
"Beaver County, Pennsylvania",165833,30666
"Lackawanna County, Pennsylvania",210652,27406
"McKean County, Pennsylvania",41401,25302
"Fayette County, Pennsylvania",131302,25235
"Montgomery County, Pennsylvania",823823,43022
"Clearfield County, Pennsylvania",79908,24994
"Lebanon County, Pennsylvania",139729,30582
"Lycoming County, Pennsylvania",114330,27053
"Montour County, Pennsylvania",18259,30113
"Warren County, Pennsylvania",39756,26904
"Butler County, Pennsylvania",186899,34235
"Elk County, Pennsylvania",30340,30340
"Lancaster County, Pennsylvania",540999,31318
"Mercer County, Pennsylvania",111518,25932
"Potter County, Pennsylvania",16806,24449
"Tioga County, Pennsylvania",40944,25397
"Newport County, Rhode Island",82801,37366
"Providence County, Rhode Island",635737,30257
"Bristol County, Rhode Island",48764,37924
"Aiken County, South Carolina",168301,27373
"Allendale County, South Carolina",9024,19688
