NAME,Population,Median_Income
"Blair County, Pennsylvania",122495,28179
"Butler County, Pennsylvania",187798,35819
"Carbon County, Pennsylvania",63964,29934
"Clarion County, Pennsylvania",38633,25711
"Columbia County, Pennsylvania",65390,29392
"Dauphin County, Pennsylvania",277071,35111
"Erie County, Pennsylvania",272046,27294
"Franklin County, Pennsylvania",154954,32623
"Huntingdon County, Pennsylvania",45145,26349
"Juniata County, Pennsylvania",24657,28282
"Lawrence County, Pennsylvania",86148,27319
"Luzerne County, Pennsylvania",317547,28640
"Mifflin County, Pennsylvania",46179,27527
"Westmoreland County, Pennsylvania",350722,32019
"Aiken County, South Carolina",169947,28392
"Bamberg County, South Carolina",14236,20323
"Berkeley County, South Carolina",222103,31586
"Cherokee County, South Carolina",57110,24073
"Clarendon County, South Carolina",33865,22438
"Dorchester County, South Carolina",161309,32353
"Florence County, South Carolina",138237,26366
"Greenwood County, South Carolina",70672,24368
"Clay County, Illinois",13217,28349
"Coles County, Illinois",51065,25077
"Cook County, Illinois",5169517,35336
"Cumberland County, Illinois",10787,30249
"DeKalb County, Illinois",104588,28594
"Douglas County, Illinois",19551,30706
"Edgar County, Illinois",17272,27443
"Edwards County, Illinois",6431,30488
"Fayette County, Illinois",21418,24925
"Ford County, Illinois",13155,30420
"Fulton County, Illinois",34654,28109
"Gallatin County, Illinois",4983,27145
"Grundy County, Illinois",50798,40051
"Hancock County, Illinois",17820,30245
"Hardin County, Illinois",3890,24543
"Henry County, Illinois",49032,31448
"Iroquois County, Illinois",27437,27197
"Jasper County, Illinois",9547,28002
"Jefferson County, Illinois",37774,28290
"Jersey County, Illinois",21776,32675
"Jo Daviess County, Illinois",21429,31793
"Johnson County, Illinois",12391,29502
"Kane County, Illinois",531756,35433
"Kankakee County, Illinois",109924,29164
"Kendall County, Illinois",127583,42266
"Knox County, Illinois",50052,25432
"Lake County, Illinois",699682,38923
"LaSalle County, Illinois",108998,31078
"Lawrence County, Illinois",15830,27404
"Lee County, Illinois",34204,31563
"Livingston County, Illinois",35757,31186
"Logan County, Illinois",28818,31358
"McDonough County, Illinois",30107,21583
"McHenry County, Illinois",307291,40383
"McLean County, Illinois",172164,34713
"Macon County, Illinois",104688,30147
"Macoupin County, Illinois",45243,29242
"Madison County, Illinois",264403,33122
"Marshall County, Illinois",11562,29963
"Mason County, Illinois",13486,27891
"Menard County, Illinois",12261,41068
"Mercer County, Illinois",15503,31169
"Montgomery County, Illinois",28598,29000
"Morgan County, Illinois",34012,28341
"Ogle County, Illinois",50793,32094
"Perry County, Illinois",21092,29118
"Piatt County, Illinois",16412,37571
"Pope County, Illinois",4177,24922
"Pulaski County, Illinois",5414,22753
"Randolph County, Illinois",31973,30458
"Richland County, Illinois",15677,29761
"St. Clair County, Illinois",261186,31199
"Sangamon County, Illinois",195963,35497
"Schuyler County, Illinois",6897,29844
"Shelby County, Illinois",21623,31230
"Stark County, Illinois",5393,29952
"Tazewell County, Illinois",132524,35587
"Union County, Illinois",16829,29519
"Wabash County, Illinois",11390,27639
"Jones County, North Carolina",9453,23202
"Lee County, North Carolina",61083,26341
"Lincoln County, North Carolina",84580,30805
"McDowell County, North Carolina",45402,25919
"Madison County, North Carolina",21608,26782
"Martin County, North Carolina",22644,25180
"Mitchell County, North Carolina",14959,26948
"Montgomery County, North Carolina",27223,22794
"Moore County, North Carolina",99263,32217
"Nash County, North Carolina",94287,26177
"New Hanover County, North Carolina",231448,31054
"Northampton County, North Carolina",19672,24578
"Onslow County, North Carolina",198377,25891
"Orange County, North Carolina",146354,33000
"Pamlico County, North Carolina",12673,24080
"Pasquotank County, North Carolina",39775,28704
"Pender County, North Carolina",61891,28028
"Perquimans County, North Carolina",13513,26860
"Person County, North Carolina",39561,30144
"Pitt County, North Carolina",179961,26707
"Polk County, North Carolina",20682,27470
"Randolph County, North Carolina",143460,26394
"Richmond County, North Carolina",44759,23817
"Robeson County, North Carolina",131656,21908
"Rockingham County, North Carolina",91051,25688
"Rowan County, North Carolina",140978,27075
"Rutherford County, North Carolina",66741,23445
"Sampson County, North Carolina",63284,23317
"Scotland County, North Carolina",34921,21943
"Stokes County, North Carolina",45688,28724
"Surry County, North Carolina",71904,24723
"Transylvania County, North Carolina",34039,27018
"Tyrrell County, North Carolina",3978,21313
"Vance County, North Carolina",44614,23732
"Wake County, North Carolina",1091662,41189
"Washington County, North Carolina",11788,19671
"Watauga County, North Carolina",55669,19820
"Wilkes County, North Carolina",68341,24764
"Wilson County, North Carolina",81579,24443
"Yancey County, North Carolina",17870,24599
"Atlantic County, New Jersey",264650,30230
"Burlington County, New Jersey",446301,42937
"Camden County, New Jersey",506721,35001
"Cumberland County, New Jersey",150085,26175
"Essex County, New Jersey",798698,33678
"Hudson County, New Jersey",671923,38332
"Hunterdon County, New Jersey",125063,52511
"Middlesex County, New Jersey",825015,42029
"Monmouth County, New Jersey",620821,45851
"Ocean County, New Jersey",602018,35406
"Passaic County, New Jersey",502763,32830
"Somerset County, New Jersey",330151,50608
"Sussex County, New Jersey",140996,44995
"Warren County, New Jersey",105730,39852
"Adams County, Indiana",35544,29571
"Bartholomew County, Indiana",83280,32010
"Benton County, Indiana",8695,27123
"Lee County, Texas",17174,30327
"Leon County, Texas",17325,25401
"Liberty County, Texas",86173,27634
"Limestone County, Texas",23364,24545
"Lipscomb County, Texas",3301,31058
"Live Oak County, Texas",12175,22418
"Llano County, Texas",21452,27890
"Lubbock County, Texas",308392,27162
"McCulloch County, Texas",7970,24857
"McLennan County, Texas",254045,26247
"Madison County, Texas",14329,26777
"Marion County, Texas",9987,21915
"Mason County, Texas",4248,31007
"Matagorda County, Texas",36791,26031
"Medina County, Texas",50869,27020
"Menard County, Texas",2108,26337
"Milam County, Texas",24797,26918
"Mills County, Texas",4877,24149
"Montague County, Texas",19640,28408
"Montgomery County, Texas",590188,38454
"Morris County, Texas",12357,24266
"Motley County, Texas",1362,22875
"Navarro County, Texas",49475,25059
"Newton County, Texas",13788,20362
"Nueces County, Texas",362151,28295
"Ochiltree County, Texas",9907,25841
"Orange County, Texas",83776,32943
"Palo Pinto County, Texas",28792,27386
"Parker County, Texas",138447,33410
"Parmer County, Texas",9639,32805
"Polk County, Texas",50155,26196
"Potter County, Texas",118323,26421
"Rains County, Texas",12001,26936
"Randall County, Texas",136005,34218
"Real County, Texas",3429,20659
"Red River County, Texas",12115,24321
"Refugio County, Texas",7015,23973
"Roberts County, Texas",784,28500
"Rockwall County, Texas",101175,48540
"Runnels County, Texas",10280,24935
"Sabine County, Texas",10470,21936
"San Augustine County, Texas",8260,22342
"San Patricio County, Texas",66969,25963
"San Saba County, Texas",6004,23925
"Scurry County, Texas",16918,27831
"Shackelford County, Texas",3291,28106
"Sherman County, Texas",3046,33109
"Smith County, Texas",230184,28628
"Lavaca County, Texas",20072,30061
"Somervell County, Texas",8958,35078
"Starr County, Texas",64032,15776
"Stephens County, Texas",9358,22635
"Sterling County, Texas",1274,29737
"Stonewall County, Texas",1412,24495
"Sutton County, Texas",3793,29491
"Swisher County, Texas",7403,19877
"Tarrant County, Texas",2077153,34639
"Taylor County, Texas",137521,26905
"Terrell County, Texas",903,25852
"Terry County, Texas",12408,22226
"Throckmorton County, Texas",1500,25400
"Jasper County, South Carolina",29558,26025
"Lee County, South Carolina",17144,19368
"Marion County, South Carolina",30954,19851
"Oconee County, South Carolina",78314,25958
"Richland County, South Carolina",414660,28900
"Sumter County, South Carolina",106675,26467
"Aurora County, South Dakota",2757,35471
"Bon Homme County, South Dakota",6914,25507
"Brule County, South Dakota",5233,28938
"Hanson County, South Dakota",3423,34707
"Hutchinson County, South Dakota",7308,32025
"Jerauld County, South Dakota",2009,29419
"Lawrence County, South Dakota",25806,27740
"McCook County, South Dakota",5543,33505
"Meade County, South Dakota",28149,31079
"Minnehaha County, South Dakota",191682,35670
"Pennington County, South Dakota",112504,30378
"Sanborn County, South Dakota",2372,30230
"Sully County, South Dakota",1278,38636
"Turner County, South Dakota",8325,32451
"Yankton County, South Dakota",22746,33249
"Bedford County, Tennessee",48937,27581
"Blount County, Tennessee",131641,30024
"Cannon County, Tennessee",14374,27223
"Cheatham County, Tennessee",40539,31893
"Clay County, Tennessee",7640,18322
"Crockett County, Tennessee",14310,26352
"Decatur County, Tennessee",11663,22527
"Jackson County, Tennessee",11767,21373
"Knox County, Tennessee",466184,30494
"Lawrence County, Tennessee",43780,23182
"Loudon County, Tennessee",53169,30449
"Macon County, Tennessee",24208,24576
"Marshall County, Tennessee",33708,30292
"Monroe County, Tennessee",46413,23354
"Morgan County, Tennessee",21538,23003
"Perry County, Tennessee",8020,21599
"Putnam County, Tennessee",78542,25041
"Robertson County, Tennessee",70982,32770
"Sevier County, Tennessee",98007,25069
"Stewart County, Tennessee",13553,25772
"Tipton County, Tennessee",61562,30711
"Union County, Tennessee",19678,23226
"Washington County, Tennessee",128874,25705
"White County, Tennessee",27087,24197
"Beaver County, Utah",6594,32859
"Carbon County, Utah",20401,24772
"Duchesne County, Utah",19950,31051
"Addison County, Vermont",36947,32172
"Chittenden County, Vermont",163414,36486
"Grand Isle County, Vermont",7075,40132
"Orleans County, Vermont",26843,28899
"Windham County, Vermont",42628,30486
"Albemarle County, Virginia",108819,40198
"Amherst County, Virginia",31782,29277
"Augusta County, Virginia",75754,31810
"Bland County, Virginia",6334,26447
"Buchanan County, Virginia",21374,19437
"Warren County, Illinois",16981,27616
"Wayne County, Illinois",16309,29619
"Whiteside County, Illinois",55583,30354
"Will County, Illinois",689704,39027
"Winnebago County, Illinois",283635,29277
"Woodford County, Illinois",38503,36173
"Adams County, Iowa",3633,30286
"Allamakee County, Iowa",13761,31675
"Audubon County, Iowa",5528,29640
"Black Hawk County, Iowa",131813,28926
"Boone County, Iowa",26381,34435
"Buchanan County, Iowa",21141,32405
"Butler County, Iowa",14508,31346
"Calhoun County, Iowa",9656,28525
"Cass County, Iowa",12990,29864
"Cedar County, Iowa",18475,34629
"Cherokee County, Iowa",11281,31584
"Chickasaw County, Iowa",11970,33024
"Clay County, Iowa",16138,29359
"Clinton County, Iowa",46734,30027
"Crawford County, Iowa",16998,30450
"Davis County, Iowa",8977,32169
"Decatur County, Iowa",7908,24381
"Des Moines County, Iowa",39227,30230
"Dickinson County, Iowa",17260,34114
"Dubuque County, Iowa",97193,33128
"Emmet County, Iowa",9322,28787
"Fayette County, Iowa",19604,26844
"Floyd County, Iowa",15713,30145
"Franklin County, Iowa",10091,31116
"Fremont County, Iowa",6895,31702
"Greene County, Iowa",8923,30465
"Grundy County, Iowa",12262,36959
"Guthrie County, Iowa",10702,32879
"Hamilton County, Iowa",14905,34196
"Hancock County, Iowa",10709,34308
"Hardin County, Iowa",16924,30565
"Harrison County, Iowa",14043,34683
"Henry County, Iowa",19889,28291
"Howard County, Iowa",9201,31167
"Humboldt County, Iowa",9518,32069
"Ida County, Iowa",6862,32944
"Iowa County, Iowa",16155,34630
"Jackson County, Iowa",19348,32074
"Jefferson County, Iowa",18153,26739
"Johnson County, Iowa",150819,30666
"Keokuk County, Iowa",10163,29924
"Lee County, Iowa",33946,27877
"Linn County, Iowa",225601,35625
"Lucas County, Iowa",8556,31060
"Lyon County, Iowa",11800,34368
"Mahaska County, Iowa",22351,27317
"Marshall County, Iowa",39804,31370
"Mills County, Iowa",15023,36862
"Monona County, Iowa",8675,29830
"Monroe County, Iowa",7761,34683
"Muscatine County, Iowa",42703,32864
"Osceola County, Iowa",6016,33462
"Page County, Iowa",15205,28403
"Plymouth County, Iowa",25141,36754
"Pocahontas County, Iowa",6725,31945
"Boone County, Indiana",66875,43998
"Brown County, Indiana",15093,30218
"Cass County, Indiana",37727,28995
"Clark County, Indiana",117410,31273
"Clinton County, Indiana",32186,28956
"Crawford County, Indiana",10582,25362
"Dearborn County, Indiana",49612,32036
"Decatur County, Indiana",26587,31460
"Delaware County, Indiana",114461,24093
"Dubois County, Indiana",42534,32462
"Fayette County, Indiana",23068,26119
"Floyd County, Indiana",77879,33434
"Fountain County, Indiana",16456,27431
"Franklin County, Indiana",22750,32002
"Fulton County, Indiana",20069,27969
"Gibson County, Indiana",33711,30480
"Grant County, Indiana",66055,24592
"Greene County, Indiana",32174,25992
"Hamilton County, Indiana",330455,47374
"Hancock County, Indiana",76614,40082
"Harrison County, Indiana",40164,31036
"Hendricks County, Indiana",166806,40010
"Henry County, Indiana",48158,26616
"Howard County, Indiana",82486,31329
"Huntington County, Indiana",36351,28113
"Jackson County, Indiana",44077,30254
"Jasper County, Indiana",33433,30553
"Jay County, Indiana",20697,26796
"Jefferson County, Indiana",32167,26080
"Jennings County, Indiana",27639,30665
"Johnson County, Indiana",156148,35437
"Knox County, Indiana",36833,27723
"LaGrange County, Indiana",39537,32272
"Lake County, Indiana",485983,30660
"Lawrence County, Indiana",45552,29443
"Madison County, Indiana",129486,27229
"Marshall County, Indiana",46336,30269
"Martin County, Indiana",10169,30499
"Monroe County, Indiana",147318,24409
"Montgomery County, Indiana",38295,30960
"Newton County, Indiana",13981,31419
"Noble County, Indiana",47640,31145
"Orange County, Indiana",19552,27215
"Owen County, Indiana",20854,28489
"Perry County, Indiana",19091,29861
"Pike County, Indiana",12364,30324
"Posey County, Indiana",25480,32001
"Pulaski County, Indiana",12482,27890
"Randolph County, Indiana",24694,28122
"Ripley County, Indiana",28457,30973
"St. Joseph County, Indiana",270881,28584
"Shelby County, Indiana",44559,31532
"Spencer County, Indiana",20364,31386
"Steuben County, Indiana",34591,30009
"Sullivan County, Indiana",20647,26414
"Tippecanoe County, Indiana",193302,24796
"Tipton County, Indiana",15154,36078
"Vanderburgh County, Indiana",181548,28286
"Vermillion County, Indiana",15485,30935
"Wabash County, Indiana",31198,27992
"Titus County, Texas",32709,26155
"Tom Green County, Texas",118645,28385
"Travis County, Texas",1250884,41776
"Trinity County, Texas",14689,25279
"Tyler County, Texas",21524,22924
"Upshur County, Texas",41386,27126
"Upton County, Texas",3651,30966
"Uvalde County, Texas",26899,19394
"Van Zandt County, Texas",55970,27559
"Victoria County, Texas",92044,27733
"Waller County, Texas",53626,30083
"Ward County, Texas",11745,30368
"Webb County, Texas",274847,22800
"Wharton County, Texas",41672,28175
"Wichita County, Texas",132154,25704
"Wilbarger County, Texas",12717,23873
"Williamson County, Texas",570437,40640
"Wilson County, Texas",50110,33829
"Wise County, Texas",67884,31631
"Wood County, Texas",45054,27115
"Young County, Texas",17961,29662
"Zapata County, Texas",14243,17897
"Covington County, Alabama",37096,25808
"Dale County, Alabama",49293,24824
"Elmore County, Alabama",81526,31019
"Fayette County, Alabama",16406,21245
"Geneva County, Alabama",26383,22168
"Henry County, Alabama",17123,24649
"Jefferson County, Alabama",658615,30328
"Lawrence County, Alabama",32969,25519
"Limestone County, Alabama",96921,29303
"Madison County, Alabama",367686,34448
"Marshall County, Alabama",96137,25730
"Montgomery County, Alabama",226451,27263
"Perry County, Alabama",9104,15560
"Randolph County, Alabama",22732,25140
"Shelby County, Alabama",216350,38721
"Talladega County, Alabama",80244,23045
"Walker County, Alabama",63802,25225
"Winston County, Alabama",23712,22024
"Amador County, California",39023,32480
"Calaveras County, California",45828,29944
"Del Norte County, California",27692,24773
"Glenn County, California",28060,25849
"Inyo County, California",17930,32401
"Lake County, California",64276,25726
"Los Angeles County, California",10040682,31048
"Santa Barbara County, California",444895,31556
"Shasta County, California",179267,28442
"Caroline County, Virginia",30581,36102
"Chesterfield County, Virginia",348500,40898
"Culpeper County, Virginia",51935,35941
"Dinwiddie County, Virginia",28686,33431
"Fauquier County, Virginia",70353,45793
"Franklin County, Virginia",56231,28782
"Gloucester County, Virginia",37362,36256
"Greene County, Virginia",19734,35367
"Hanover County, Virginia",106538,40600
"Highland County, Virginia",2202,26250
"Pittsylvania County, Virginia",60867,25733
"Prince William County, Virginia",466834,45000
"Richmond County, Virginia",8951,28738
"Rockingham County, Virginia",81138,32117
"Shenandoah County, Virginia",43441,29268
"Spotsylvania County, Virginia",134683,39244
"Sussex County, Virginia",11202,26266
"Washington County, Virginia",54005,27093
"Wythe County, Virginia",28725,26625
"Bristol city, Virginia",17059,24268
"Chesapeake city, Virginia",242647,38651
"Emporia city, Virginia",5408,21610
"Franklin city, Virginia",8015,31527
"Hampton city, Virginia",135169,30530
"Lexington city, Virginia",7205,9023
"Manassas Park city, Virginia",17548,38535
"Norfolk city, Virginia",244300,27093
"Poquoson city, Virginia",12121,46186
"Richmond city, Virginia",229233,28458
"Jefferson County, Washington",31825,30174
"Klickitat County, Washington",22055,27441
"Mason County, Washington",65326,29926
"Pend Oreille County, Washington",13588,29469
"Skagit County, Washington",127442,34295
"Spokane County, Washington",513402,31612
"Wahkiakum County, Washington",4318,27939
"Whitman County, Washington",49577,18275
"Berkeley County, West Virginia",117615,32887
"Brooke County, West Virginia",22162,28543
"Doddridge County, West Virginia",8499,26009
"Grant County, West Virginia",11565,24627
"Hancock County, West Virginia",29118,27515
"Jackson County, West Virginia",28793,28581
"Lewis County, West Virginia",16024,24185
"McDowell County, West Virginia",18083,17021
"Mason County, West Virginia",26700,26900
"Mingo County, West Virginia",23808,21328
"Morgan County, West Virginia",17800,30589
"Adams County, Wisconsin",20208,26265
"Bayfield County, Wisconsin",15088,30844
"Burnett County, Wisconsin",15363,27799
"Clark County, Wisconsin",34668,30283
"Dane County, Wisconsin",542459,40013
"Douglas County, Wisconsin",43497,31502
"Florence County, Wisconsin",4312,26990
"Grant County, Wisconsin",51570,27202
"Iowa County, Wisconsin",23632,36654
"Jefferson County, Wisconsin",84837,32749
"Pottawattamie County, Iowa",93478,32099
"Ringgold County, Iowa",4922,28097
"Sac County, Iowa",9711,32765
"Shelby County, Iowa",11544,33226
"Sioux County, Iowa",34900,31003
"Tama County, Iowa",16962,30458
"Union County, Iowa",12303,27606
"Van Buren County, Iowa",7104,27413
"Warren County, Iowa",50867,39858
"Washington County, Iowa",22100,33791
"Webster County, Iowa",36348,28169
"Winneshiek County, Iowa",20090,31163
"Woodbury County, Iowa",102687,31552
"Wright County, Iowa",12644,30309
"Allegany County, Maryland",71002,23749
"Baltimore County, Maryland",828193,40461
"Caroline County, Maryland",33260,29425
"Carroll County, Maryland",168233,43291
"Charles County, Maryland",161448,49671
"Dorchester County, Maryland",31994,28821
"Garrett County, Maryland",29155,29967
"Harford County, Maryland",253736,43528
"Kent County, Maryland",19456,31691
"Prince George's County, Maryland",910551,41402
"Queen Anne's County, Maryland",50163,42662
"Somerset County, Maryland",25699,21725
"Talbot County, Maryland",37087,38561
"Washington County, Maryland",150575,30729
"Wicomico County, Maryland",103222,28380
"Worcester County, Maryland",51967,32814
"Baltimore city, Maryland",602274,31089
"Alcona County, Michigan",10396,25154
"Alger County, Michigan",9098,23482
"Allegan County, Michigan",117104,31471
"Alpena County, Michigan",28431,24409
"Antrim County, Michigan",23301,29130
"Arenac County, Michigan",15013,26119
"Baraga County, Michigan",8337,26870
"Barry County, Michigan",61045,32950
"Bay County, Michigan",103506,27907
"Benzie County, Michigan",17703,29965
"Berrien County, Michigan",153797,27347
"Branch County, Michigan",43428,28620
"Calhoun County, Michigan",133943,27567
"Cass County, Michigan",51613,30520
"Charlevoix County, Michigan",26197,31026
"Chippewa County, Michigan",37418,25252
"Clare County, Michigan",30655,21574
"Crawford County, Michigan",13904,24958
"Delta County, Michigan",35874,26078
"Eaton County, Michigan",109730,35489
"Genesee County, Michigan",406770,27604
"Gladwin County, Michigan",25312,25023
"Grand Traverse County, Michigan",92640,32148
"Gratiot County, Michigan",40692,26386
"Houghton County, Michigan",35890,21988
"Huron County, Michigan",31105,27415
"Ionia County, Michigan",64401,30988
"Iron County, Michigan",11099,26235
"Warren County, Indiana",8219,33361
"Washington County, Indiana",27942,28749
"Wayne County, Indiana",66176,26526
"White County, Indiana",24163,29382
"Whitley County, Indiana",33899,33285
"Berkshire County, Massachusetts",125927,31911
"Bristol County, Massachusetts",563301,34629
"Essex County, Massachusetts",787038,37335
"Franklin County, Massachusetts",70529,32540
"Hampshire County, Massachusetts",161361,28763
"Middlesex County, Massachusetts",1605899,48230
"Norfolk County, Massachusetts",703740,48912
"Plymouth County, Massachusetts",518597,41029
"Suffolk County, Massachusetts",801162,36591
"Worcester County, Massachusetts",826655,36595
"Adams County, Ohio",27685,21589
"Allen County, Ohio",102808,27789
"Ashland County, Ohio",53533,28340
"Ashtabula County, Ohio",97416,25074
"Athens County, Ohio",65945,16997
"Auglaize County, Ohio",45709,35112
"Belmont County, Ohio",67424,25235
"Brown County, Ohio",43508,30362
"Butler County, Ohio",382129,33170
"Carroll County, Ohio",27195,29172
"Champaign County, Ohio",38861,31611
"Clark County, Ohio",134409,27601
"Clermont County, Ohio",205616,34322
"Clinton County, Ohio",42000,28612
"Columbiana County, Ohio",102514,26214
"Coshocton County, Ohio",36558,25216
"Crawford County, Ohio",41603,26780
"Cuyahoga County, Ohio",1241475,30820
"Defiance County, Ohio",38024,31763
"Delaware County, Ohio",205454,48557
"Fairfield County, Ohio",156204,34680
"Fayette County, Ohio",28609,27118
"Fulton County, Ohio",42186,30966
"Gallia County, Ohio",29995,26446
"Greene County, Ohio",167867,33592
"Guernsey County, Ohio",38996,26833
"Hancock County, Ohio",75765,32210
"Hardin County, Ohio",31393,25385
"Henry County, Ohio",27068,31851
"Hocking County, Ohio",28306,28660
"Holmes County, Ohio",43954,27748
"Jackson County, Ohio",32440,26035
"Jefferson County, Ohio",65943,25843
"Lake County, Ohio",229755,34177
"Lawrence County, Ohio",59901,25043
"Logan County, Ohio",45315,32895
"Lorain County, Ohio",309134,30877
"Madison County, Ohio",44248,32923
"Marion County, Ohio",65179,25126
"Medina County, Ohio",179116,37308
"Mercer County, Ohio",41034,34323
"Miami County, Ohio",106074,31362
"Montgomery County, Ohio",531988,30522
"Morgan County, Ohio",14557,22485
"Muskingum County, Ohio",86033,26211
"Siskiyou County, California",43516,25959
"Stanislaus County, California",546235,29085
"Trinity County, California",12541,24047
"Ventura County, California",845599,35064
"Arkansas County, Arkansas",17761,27167
"Benton County, Arkansas",273510,34225
"Bradley County, Arkansas",10805,27341
"Chicot County, Arkansas",10433,21086
"Cleburne County, Arkansas",25063,25366
"Conway County, Arkansas",20895,23742
"Crawford County, Arkansas",63118,25202
"Dallas County, Arkansas",7114,23445
"Faulkner County, Arkansas",124800,28061
"Garland County, Arkansas",99043,25191
"Greene County, Arkansas",45197,25432
"Howard County, Arkansas",13267,23012
"Jackson County, Arkansas",16908,19998
"Lafayette County, Arkansas",6728,21970
"Lee County, Arkansas",8963,18564
"Logan County, Arkansas",21619,22401
"Marion County, Arkansas",16586,20213
"Mississippi County, Arkansas",41396,24789
"Van Buren County, Arkansas",16578,20937
"Woodruff County, Arkansas",6477,24537
"Fairfield County, Connecticut",944306,41747
"Middlesex County, Connecticut",162742,43449
"Tolland County, Connecticut",150947,37981
"Aleutians East Borough, Alaska",3389,31460
"Bethel Census Area, Alaska",18263,14993
"Copper River Census Area, Alaska",2894,32632
"Fairbanks North Star Borough, Alaska",98455,37073
"Juneau City and Borough, Alaska",32099,43202
"Kodiak Island Borough, Alaska",13383,32014
"Lake and Peninsula Borough, Alaska",1156,22043
"North Slope Borough, Alaska",9375,49266
"Prince of Wales-Hyder Census Area, Alaska",6338,24867
"Southeast Fairbanks Census Area, Alaska",6911,26436
"Adams County, Colorado",509844,35405
"Arapahoe County, Colorado",649980,39611
"Bent County, Colorado",5677,24022
"Chaffee County, Colorado",19977,30964
"Clear Creek County, Colorado",9533,38694
"Crowley County, Colorado",5733,21982
"Denver County, Colorado",715878,40997
"Mineral County, Colorado",853,24897
"Montrose County, Colorado",42280,28310
"Otero County, Colorado",18284,24328
"Phillips County, Colorado",4343,35522
"Pueblo County, Colorado",167412,26741
"Routt County, Colorado",25317,39851
"San Juan County, Colorado",646,38859
"Summit County, Colorado",30735,39090
"Weld County, Colorado",315389,33377
"Kent County, Delaware",179124,31120
"Beaverhead County, Montana",9454,23938
"Broadwater County, Montana",6080,31998
"Cascade County, Montana",81576,30351
"Custer County, Montana",11563,29848
"Kewaunee County, Wisconsin",20398,33792
"Langlade County, Wisconsin",19167,29207
"Marathon County, Wisconsin",135485,32541
"Menominee County, Wisconsin",4566,25040
"Oneida County, Wisconsin",35480,30078
"Pepin County, Wisconsin",7261,31495
"Portage County, Wisconsin",70822,30889
"Richland County, Wisconsin",17408,29953
"St. Croix County, Wisconsin",89702,41976
"Hot Springs County, Wyoming",4550,29453
"Natrona County, Wyoming",80067,34122
"Platte County, Wyoming",8572,27251
"Sweetwater County, Wyoming",43352,37211
"Washakie County, Wyoming",7933,31738
"Andrews County, Texas",18227,35410
"Archer County, Texas",8754,33667
"Austin County, Texas",29892,31098
"Bastrop County, Texas",86839,30945
"Bell County, Texas",355700,30065
"Borden County, Texas",653,35341
"Bowie County, Texas",93622,28805
"Brewster County, Texas",9231,30540
"Brown County, Texas",37805,25710
"Caldwell County, Texas",42817,28613
"Cameron County, Texas",422135,21068
"Cass County, Texas",30002,25048
"Cherokee County, Texas",52341,25453
"Cochran County, Texas",2860,23455
"Collin County, Texas",1006038,48233
"Eastland County, Texas",18289,21468
"Ellis County, Texas",179484,35105
"Falls County, Texas",17281,23545
"Fisher County, Texas",3827,30956
"Fort Bend County, Texas",790892,41220
"Frio County, Texas",20013,18371
"Galveston County, Texas",337600,35693
"Glasscock County, Texas",1447,20811
"Gray County, Texas",22063,29041
"Grimes County, Texas",28447,27809
"Hall County, Texas",3025,22021
"Hardeman County, Texas",3958,22706
"Isabella County, Michigan",70363,19326
"Kalamazoo County, Michigan",264322,29413
"Kalkaska County, Michigan",17725,25694
"Keweenaw County, Michigan",2102,30288
"Lake County, Michigan",11805,20455
"Leelanau County, Michigan",21649,33345
"Livingston County, Michigan",190832,39501
"Luce County, Michigan",6286,25434
"Macomb County, Michigan",870893,32374
"Manistee County, Michigan",24539,25986
"Mason County, Michigan",29062,26263
"Mecosta County, Michigan",43481,21357
"Midland County, Michigan",83445,32326
"Monroe County, Michigan",150000,32467
"Montcalm County, Michigan",63516,26908
"Muskegon County, Michigan",173679,27543
"Newaygo County, Michigan",48687,26756
"Oceana County, Michigan",26545,25306
"Ogemaw County, Michigan",20895,23284
"Osceola County, Michigan",23323,25175
"Oscoda County, Michigan",8282,25182
"Ottawa County, Michigan",289162,31994
"Roscommon County, Michigan",23863,24276
"Saginaw County, Michigan",191166,27005
"St. Joseph County, Michigan",60789,29110
"Sanilac County, Michigan",41179,27444
"Shiawassee County, Michigan",68176,29989
"Tuscola County, Michigan",52683,27205
"Washtenaw County, Michigan",368385,35419
"Wayne County, Michigan",1753059,27902
"Wexford County, Michigan",33433,25952
"Adams County, Mississippi",31103,19493
"Alcorn County, Mississippi",37058,22234
"Amite County, Mississippi",12341,20029
"Attala County, Mississippi",18308,21362
"Benton County, Mississippi",8275,25617
"Bolivar County, Mississippi",31253,19557
"Calhoun County, Mississippi",14417,22305
"Carroll County, Mississippi",9972,23961
"Chickasaw County, Mississippi",17060,22380
"Choctaw County, Mississippi",8206,21190
"Claiborne County, Mississippi",9042,15383
"Clarke County, Mississippi",15612,23295
"Clay County, Mississippi",19515,22847
"Coahoma County, Mississippi",22685,18740
"Copiah County, Mississippi",28339,22847
"Covington County, Mississippi",18810,18535
"DeSoto County, Mississippi",182256,33050
"Forrest County, Mississippi",75162,21577
"Franklin County, Mississippi",7716,20807
"Greene County, Mississippi",13619,21600
"Grenada County, Mississippi",20927,24028
"Harrison County, Mississippi",206169,26826
"Hinds County, Mississippi",235604,25581
"Humphreys County, Mississippi",8198,15985
"Issaquena County, Mississippi",1223,18563
"Jackson County, Mississippi",142872,28319
"Jasper County, Mississippi",16454,22289
"Noble County, Ohio",14410,24147
"Paulding County, Ohio",18742,29694
"Perry County, Ohio",36076,26529
